0,1,5
1,2,10
2,3,15
3,4,20
4,5,25
5,6,30
6,7,35
7,8,40
8,9,45
9,10,50
10,11,55
11,12,60
12,13,65
13,14,70
14,15,75
15,16,80
16,17,85
17,18,90
18,19,95
19,20,100
20,21,105
21,22,110
22,23,115
23,24,120
24,25,125
25,26,130
26,27,135
27,28,140
28,29,145
29,30,150
30,31,155
31,32,160
32,33,165
33,34,170
34,35,175
35,36,180
36,37,185
37,38,190
38,39,195
39,40,200
40,41,205
41,42,210
42,43,215
43,44,220
44,45,225
45,46,230
46,47,235
47,48,240
48,49,245
49,50,250
50,51,255
51,52,260
52,53,265
53,54,270
54,55,275
55,56,280
56,57,285
57,58,290
58,59,295
59,60,300
60,61,305
61,62,310
62,63,315
63,64,320
64,65,325
65,66,330
66,67,335
67,68,340
68,69,345
69,70,350
70,71,355
71,72,360
72,73,365
73,74,370
74,75,375
75,76,380
76,77,385
0,78,13
1,79,18
2,80,23
3,81,28
4,82,33
5,83,38
6,84,43
7,85,48
8,86,53
9,87,58
10,88,63
11,89,68
12,90,73
13,91,78
14,92,83
15,93,88
16,94,93
17,95,98
18,96,103
19,97,108
20,98,113
21,99,118
22,100,123
100,101,128
101,102,133
25,103,138
26,104,143
104,105,148
105,106,153
29,107,158
30,108,163
31,109,168
32,110,173
33,111,178
34,112,183
35,113,188
36,114,193
37,115,198
38,116,203
39,117,208
40,118,213
41,119,218
42,120,223
43,121,228
44,122,233
45,123,238
46,124,243
47,125,248
48,126,253
49,127,258
50,128,263
51,129,268
52,130,273
53,131,278
54,132,283
55,133,288
56,134,293
57,135,298
58,136,303
59,137,308
60,138,313
61,139,318
62,140,323
63,141,328
64,142,333
65,143,338
66,144,343
67,145,348
68,146,353
69,147,358
70,148,363
71,149,368
72,150,373
73,151,378
74,152,383
75,153,388
76,154,393
77,155,398
78,156,26
79,157,31
157,158,36
158,159,41
82,160,46
83,161,51
161,162,56
162,163,61
86,164,66
87,165,71
88,166,76
89,167,81
90,168,86
91,169,91
92,170,96
93,171,101
94,172,106
95,173,111
96,174,116
174,175,121
175,176,126
99,177,131
100,178,136
178,179,141
179,180,146
103,181,151
104,182,156
182,183,161
183,184,166
107,185,171
108,186,176
109,187,181
110,188,186
111,189,191
112,190,196
113,191,201
114,192,206
115,193,211
116,194,216
117,195,221
195,196,226
196,197,231
120,198,236
121,199,241
122,200,246
123,201,251
124,202,256
125,203,261
203,204,266
204,205,271
128,206,276
129,207,281
207,208,286
208,209,291
132,210,296
133,211,301
211,212,306
212,213,311
136,214,316
137,215,321
138,216,326
139,217,331
140,218,336
141,219,341
142,220,346
143,221,351
144,222,356
145,223,361
146,224,366
147,225,371
148,226,376
149,227,381
150,228,386
151,229,391
152,230,396
153,231,401
154,232,406
155,233,411
156,234,39
157,235,44
158,236,49
159,237,54
160,238,59
161,239,64
162,240,69
163,241,74
164,242,79
165,243,84
166,244,89
167,245,94
168,246,99
169,247,104
170,248,109
171,249,114
172,250,119
250,251,124
251,252,129
175,253,134
176,254,139
177,255,144
178,256,149
256,257,154
257,258,159
181,259,164
182,260,169
260,261,174
261,262,179
185,263,184
186,264,189
264,265,194
265,266,199
189,267,204
190,268,209
268,269,214
269,270,219
193,271,224
194,272,229
272,273,234
273,274,239
197,275,244
198,276,249
199,277,254
277,278,259
278,279,264
202,280,269
203,281,274
281,282,279
282,283,284
206,284,289
207,285,294
285,286,299
286,287,304
210,288,309
211,289,314
289,290,319
290,291,324
214,292,329
215,293,334
216,294,339
294,295,344
295,296,349
219,297,354
220,298,359
298,299,364
299,300,369
223,301,374
224,302,379
225,303,384
226,304,389
227,305,394
305,306,399
306,307,404
230,308,409
231,309,414
232,310,419
233,311,424
234,312,52
235,313,57
236,314,62
237,315,67
238,316,72
239,317,77
240,318,82
241,319,87
242,320,92
243,321,97
244,322,102
245,323,107
246,324,112
247,325,117
325,326,122
326,327,127
250,328,132
251,329,137
252,330,142
253,331,147
254,332,152
255,333,157
256,334,162
257,335,167
258,336,172
259,337,177
260,338,182
261,339,187
262,340,192
263,341,197
264,342,202
265,343,207
343,344,212
344,345,217
268,346,222
269,347,227
270,348,232
271,349,237
272,350,242
350,351,247
351,352,252
275,353,257
276,354,262
354,355,267
355,356,272
279,357,277
280,358,282
284,359,302
285,360,307
286,361,312
287,362,317
362,363,322
363,364,327
290,365,332
291,366,337
292,367,342
367,368,347
368,369,352
295,370,357
296,371,362
297,372,367
298,373,372
299,374,377
300,375,382
301,376,387
302,377,392
377,378,397
378,379,402
305,380,407
306,381,412
307,382,417
308,383,422
383,384,427
384,385,432
311,386,437
