0,1,5
1,2,10
2,3,15
3,4,20
4,5,25
5,6,30
6,7,35
7,8,40
8,9,45
9,10,50
10,11,55
11,12,60
12,13,65
13,14,70
49,15,106
50,16,111
16,17,116
17,18,121
53,19,126
54,20,131
55,21,136
56,22,141
57,23,146
58,24,151
60,25,161
62,26,171
63,27,176
64,28,181
65,29,186
66,30,191
67,31,196
69,32,206
34,33,23
1,34,18
2,35,23
35,36,28
36,37,33
5,38,38
6,39,43
7,40,48
40,41,53
41,42,58
10,43,63
11,44,68
12,45,73
13,46,78
14,47,83
47,48,88
48,49,93
49,50,98
50,51,103
51,52,108
52,53,113
53,54,118
54,55,123
55,56,128
56,57,133
57,58,138
58,59,143
59,60,148
60,61,153
61,62,158
62,63,163
63,64,168
64,65,173
65,66,178
66,67,183
67,68,188
68,69,193
69,70,198
70,71,203
71,72,208
33,73,36
34,74,31
74,75,36
75,76,41
37,77,46
38,78,51
39,79,56
40,80,61
41,81,66
42,82,71
82,83,76
83,84,81
45,85,86
46,86,91
47,87,96
48,88,101
49,89,106
50,90,111
51,91,116
91,92,121
92,93,126
54,94,131
55,95,136
56,96,141
57,97,146
58,98,151
59,99,156
60,100,161
61,101,166
62,102,171
63,103,176
64,104,181
68,105,201
69,106,206
70,107,211
107,108,216
108,109,221
73,110,49
74,111,44
111,112,49
112,113,54
77,114,59
78,115,64
79,116,69
80,117,74
81,118,79
118,119,84
119,120,89
84,121,94
85,122,99
86,123,104
87,124,109
124,125,114
125,126,119
90,127,124
91,128,129
128,129,134
129,130,139
94,131,144
95,132,149
132,133,154
133,134,159
98,135,164
99,136,169
136,137,174
137,138,179
102,139,184
103,140,189
104,141,194
141,142,199
142,143,204
143,144,209
105,145,214
106,146,219
108,147,229
109,148,234
110,149,62
149,150,67
150,151,72
113,152,67
114,153,72
153,154,77
154,155,82
117,156,87
118,157,92
120,158,102
121,159,107
122,160,112
123,161,117
124,162,122
126,163,132
128,164,142
129,165,147
130,166,152
131,167,157
132,168,162
133,169,167
169,170,172
170,171,177
136,172,182
137,173,187
138,174,192
139,175,197
140,176,202
176,177,207
177,178,212
143,179,217
144,180,222
146,181,232
147,182,242
148,183,247
149,184,75
150,185,80
152,186,80
154,187,90
155,188,95
156,189,100
157,190,105
158,191,115
159,192,120
160,193,125
161,194,130
162,195,135
163,196,145
164,197,155
165,198,160
198,199,165
199,200,170
168,201,175
169,202,180
170,203,185
172,204,195
173,205,200
174,206,205
175,207,210
176,208,215
178,209,225
180,210,235
181,211,245
211,212,250
182,213,255
183,214,260
184,215,88
185,216,93
186,217,93
187,218,103
218,219,108
219,220,113
190,221,118
221,222,123
191,223,128
192,224,133
193,225,138
194,226,143
195,227,148
227,228,153
196,229,158
229,230,163
197,231,168
198,232,173
199,233,178
233,234,183
234,235,188
202,236,193
203,237,198
204,238,208
205,239,213
206,240,218
207,241,223
208,242,228
209,243,238
210,244,248
244,245,253
211,246,258
212,247,263
213,248,268
214,249,273
215,250,101
216,251,106
251,252,111
217,253,106
253,254,111
218,255,116
219,256,121
220,257,126
221,258,131
222,259,136
223,260,141
224,261,146
261,262,151
262,263,156
227,264,161
228,265,166
229,266,171
266,267,176
267,268,181
232,269,186
233,270,191
270,271,196
271,272,201
236,273,206
237,274,211
274,275,216
238,276,221
239,277,226
240,278,231
241,279,236
242,280,241
280,281,246
243,282,251
282,283,256
244,284,261
245,285,266
246,286,271
248,287,281
250,288,114
251,289,119
252,290,124
253,291,119
254,292,124
255,293,129
256,294,134
294,295,139
295,296,144
259,297,149
260,298,154
298,299,159
299,300,164
263,301,169
264,302,174
302,303,179
303,304,184
267,305,189
268,306,194
269,307,199
307,308,204
308,309,209
272,310,214
273,311,219
274,312,224
275,313,229
276,314,234
314,315,239
315,316,244
279,317,249
280,318,254
281,319,259
282,320,264
320,321,269
321,322,274
285,323,279
286,324,284
287,325,294
288,326,127
289,327,132
290,328,137
328,329,142
329,330,147
293,331,142
294,332,147
295,333,152
333,334,157
334,335,162
298,336,167
299,337,172
300,338,177
338,339,182
339,340,187
303,341,192
304,342,197
305,343,202
343,344,207
344,345,212
308,346,217
309,347,222
310,348,227
311,349,232
349,350,237
350,351,242
314,352,247
315,353,252
316,354,257
318,355,267
355,356,272
356,357,277
321,358,282
322,359,287
324,360,297
360,361,302
325,362,307
362,363,312
326,364,140
327,365,145
328,366,150
366,367,155
367,368,160
331,369,155
332,370,160
333,371,165
334,372,170
335,373,175
339,374,195
340,375,200
341,376,205
342,377,210
343,378,215
344,379,220
345,380,225
346,381,230
347,382,235
382,383,240
383,384,245
350,385,250
351,386,255
352,387,260
354,388,270
355,389,280
389,390,285
390,391,290
358,392,295
359,393,300
360,394,310
364,395,153
366,396,163
368,397,173
370,398,173
398,399,178
399,400,183
373,401,188
401,402,193
402,403,198
403,404,203
374,405,208
375,406,213
379,407,233
380,408,238
381,409,243
382,410,248
410,411,253
411,412,258
385,413,263
386,414,268
387,415,273
388,416,283
416,417,288
389,418,293
390,419,298
391,420,303
393,421,313
421,422,318
394,423,323
423,424,328
424,425,333
425,426,338
395,427,166
396,428,176
397,429,186
398,430,186
402,431,206
403,432,211
404,433,216
405,434,221
406,435,226
435,436,231
436,437,236
437,438,241
407,439,246
408,440,251
409,441,256
410,442,261
411,443,266
443,444,271
444,445,276
414,446,281
415,447,286
447,448,291
416,449,296
417,450,301
418,451,306
419,452,311
420,453,316
421,454,326
422,455,331
423,456,336
424,457,341
425,458,346
426,459,351
427,460,179
460,461,184
428,462,189
462,463,194
429,464,199
464,465,204
430,466,199
466,467,204
467,468,209
468,469,214
431,470,219
432,471,224
433,472,229
434,473,234
473,474,239
474,475,244
437,476,249
438,477,254
439,478,259
441,479,269
442,480,274
443,481,279
481,482,284
482,483,289
446,484,294
447,485,299
448,486,304
449,487,309
487,488,314
488,489,319
452,490,324
453,491,329
491,492,334
454,493,339
455,494,344
459,495,364
460,496,192
496,497,197
497,498,202
463,499,207
464,500,212
465,501,217
466,502,212
467,503,217
468,504,222
469,505,227
470,506,232
471,507,237
472,508,242
473,509,247
509,510,252
510,511,257
476,512,262
477,513,267
478,514,272
479,515,282
480,516,287
481,517,292
482,518,297
483,519,302
519,520,307
520,521,312
486,522,317
487,523,322
523,524,327
524,525,332
490,526,337
491,527,342
492,528,347
493,529,352
494,530,357
530,531,362
531,532,367
532,533,372
495,534,377
496,535,205
497,536,210
498,537,215
499,538,220
538,539,225
539,540,230
502,541,225
503,542,230
504,543,235
543,544,240
544,545,245
507,546,250
508,547,255
547,548,260
548,549,265
511,550,270
512,551,275
513,552,280
514,553,285
553,554,290
515,555,295
